docid,text_type,text_list
S100R4TK,risk,"東北電力株及び東北電力ネットワーク株による工事発注量の抑制、競争発注の拡大による工事受注量減少、受注競争激化
少子高齢化・人口減少の進展、景気の動向等による建設需要の低迷
地震、台風等の大規模な自然災害や新型コロナウイルス感染症に類する新たな感染症等の拡大による工事の中断や大幅な遅延
原材料価格の上昇、人手不足等の影響による材料費、労務費の高騰
工事収益総額、工事原価総額及び決算日における工事進捗度の見積りに大きく依存しているため、見積りの前提となる工事の状況が変動した場合
"
S100R5Y8,risk,"顧客及び従業員等に係る機密情報並びに個人情報の漏洩や、各種の過失による事故あるいは不正行為
業界全体の傾向として優秀な人材の確保が困難な状況
企業買収等の実施に当たっては、対象となる企業の財務内容や事業について詳細な事前審査
大地震等の自然災害や感染症の世界的流行
国内外の景気が長期にわたり低迷
"
S100R62U,risk,"国内外のプラスチック成形加工業界の設備投資額が景気動向等により低下した場合や、当該業界を取り巻く技術革新や事業環境の変化に対応できなかった場合に業績に影響が及ぶ
急激な為替レートの変動があった場合は、想定以上の為替差損益が発生する
"
S100R6JB,risk,"一般消費者を対象とするため、景気や消費動向による経営成績及び財政状態への影響
食品衛生法や公衆浴場法等様々な法的規制違反による企業活動制限や経営コスト増加
"
S100RH2N,risk,"地主との契約更新ができない場合の事業継続への影響
"
S100THRE,risk,"法令違反等により許認可が取り消しとなり、事業運営に支障をきたす
"
S100TOTO,risk,"市販後に予測されなかった新たな副作用が発見された場合のリスク
技術上もしくは法規制上の問題発生による医薬品供給の停止
想定を超える大規模災害や事故による事業活動の停滞
"
S100TUBU,risk,"外部からの攻撃への対応等を強化するとともに、従業員の情報セキュリティ意識の向上を図るため教育・訓練を実施
現時点で必要な減損処理は実施しているが、損益やキャッシュ・フローの状況等によっては、さらに減損処理が必要となる可能性がある
税制の改正や税務行政の変更、また、税務申告や移転価格税制における各国の税務当局との見解の相違等により、予期せぬ税負担が発生する可能性がある
政情不安、通商上の摩擦、反日感情の高まり、都市開発政策による立退き命令、人件費の高騰
政情不安、規制強化、経済状況の変化、通貨不安
"
S100UZSX,risk,"自然災害、競争激化や経済環境の変化による仕入価格、建材価格の上昇
代表取締役会長への過度の依存
新株予約権が行使されることで、当社の1株当たりの株式価値が希薄化する可能性
故障や盗難等の想定外の設備不良により、計画通りの操業ができなくなった場合
"
S100VTE4,risk,"降雨、高温、降雪等の異常気象により売上高が減少する
"
S100W2GO,risk,"国内建設業界の動向や政府の公共事業政策による影響
経営環境の著しい悪化による収益性の低下等による固定資産の減損損失
仕入先及び外注先における経営戦略の変更、収益性の悪化、品質問題等による影響
"
S100W2VL,risk,"社会インフラや当社グループの主要な事業所等が壊滅的な損害を被った場合の対応に巨額の費用を要すること
取引先・従業員の多くが安全確保・健康維持・感染拡大防止のために行動が制限される場合のサービス提供等事業活動に大きな影響
新規技術・知財獲得の遅れや、社内アセットやノウハウの陳腐化により、市場競争力の低下や顧客満足度の低下
研究・開発・利活用において人権に配慮した取り組みが行われない場合の企業の社会的責任が問われ、事業運営に影響を与える可能性
プロジェクトにおいて問題が生じた場合、その修復に想定以上の費用や時間を要し、コストオーバーやリリース期日の延伸
"
S100W4OG,risk,"路線廃止等による事業規模の縮小、それによる地域社会の信用低下及び業績に悪影響
バスの動力源として、原油に大きく依存しており、その価格の動向は業績に影響を及ぼす
死亡・重大事故が発生すれば、賠償費用はもとより、行政処分により新たな事業計画が抑制される可能性があり、また社会的信用の失墜により、当社グループの運送業以外の事業へも影響を及ぼす可能性がある
当社グループが求める人材・労働力の確保、育成が計画通りに進捗しない場合は、事業計画の停滞が発生し、ひいては当社グループの経営成績及び財政状態に悪影響を及ぼす可能性がある
不動産業における主要賃貸物件や、自動車運送業における特定契約輸送等、特定の取引先との取引の消滅により業績に悪影響を及ぼす可能性がある
"
S100W5K9,risk,"住宅ローンの金利優遇措置等の住宅関連政策や住宅関連税制の変更等による、住宅投資に対する消費者マインドの低下や、国内経済の停滞等により、住宅需要並びに住宅関連資材需要が低迷
突発的な不良債権の発生等により販売先の経営状況が悪化し、貸倒れが発生する可能性がある
仕入割戻しの受け入れが第2四半期末及び第4四半期末となる傾向があるため、その受け入れの状況によっては、当社グループの業績等に影響を及ぼす可能性がある
市況の変化や新たなリスクの顕露等により想定した効果を得ることができず、対象企業等の価値が大幅に低下する状況が生じる可能性がある
急激な相場及び為替の変動によって価格転嫁できない場合や、一時在庫となり販売まで時間がかかる場合等、当社グループの業績等に影響を及ぼす可能性がある
"
S100W65X,risk,"原油価格の変動や国内市況並びにエネルギー環境の変化
電力、石油、都市ガス、LPガス等の垣根を越えたエネルギー間競争
石油及びLPガスの漏洩等の事故及びそれによる損失の可能性
新たに減損損失が発生するリスク
投資先の経営成績及び財政状態が予想以上に悪化した場合の業績への影響
"
S100AC6O,risk,"何らかの原因によって重要情報が外部に漏洩するような事態に陥った場合、信用力やイメージの低下等により業績及び財政状態に影響を及ぼす
商取引、製造物責任、環境保護、輸出入、移転価格税制による課税等に関する法規制や当局の法令解釈の変更等により、予測不可能な事態が発生し、その対応に多くの時間や費用が発生する
各国の経済状況によって市場の設備投資需要の大幅な変動や受注獲得競争の激化等により事業計画や投資計画に変更が生じる
何らかの事情によってベトナムの生産体制に支障をきたし一時的に製品供給が困難になった場合
各国において、政治的事情の変化、宗教及び文化の相違、法律・会計制度の改正、あるいは災害、戦争、テロ、感染症等の不可抗力による影響を受ける
"
S100FTGD,risk,"環境保全上の問題の発生
製品の安全性および品質上の懸念の発生
副作用の発現
競合激化など製品を取り巻く環境の変化
ライセンスまたは提携の解消
"
S100G1QV,risk,"製品の欠陥による賠償リスクを完全に排除することは困難
第三者から無効とされる可能性、特定の地域で十分な保護が得られない可能性、模倣される可能性、訴訟を受ける可能性など
買収や事業提携などが期待どおりの効果を生まなかった場合
研究・開発・製造・販売・管理など様々な分野において優秀な人財の確保が必要
売上債権を有する顧客において、事業環境の大きな変化により財務上重大な問題が発生する可能性
"
S100KZGC,risk,"事業や経済環境の変化及び不確実性等の予測不可能な要因により
業績が順調に推移する等、繰越欠損金による課税所得の控除が受けられなくなった場合
新株予約権の行使が行われた場合
市場における当社株価の動向によりましては、当該新株予約権の全部又は一部が行使されない可能性があります
各国の薬機法及び薬事行政指導、その他関係法令等により、様々な規制を受けている
"
S100OL9L,risk,"取引システムに動作不良や人為的ミス、想定以上のアクセス数の増加、通信回線の障害、コンピュータウィルス、サイバーテロ、自然災害等によって障害が発生する可能性がある
予期せぬシステム会社の破綻、事業方針の転換等何らかの事由により信頼関係が毀損し、システム会社との業務委託契約の継続が困難になった場合または業務委託手数料が大幅に増加した場合
急激な為替変動や、原資産の価格変動の発生、顧客ポジションの増加等が発生した場合はカウンターパーティに対する差入証拠金を増額する必要がある
銀行の事業方針の転換等何らかの事由により金融機関からの資金調達が困難になった場合
優秀な人材の確保と育成が計画どおり進まなかった場合
"
